,评论,评论号,评价对象,情感词
3831,质量车工好,0,质量,好
3832,就是面料不是太好,0,面料,好
3833,布料还不错,0,布料,不错
3834,结果到货后料子真不错,1,料子,不错
3835,质地一般价格便宜,0,价格,便宜
3836,破衣服一点不好,0,衣服,好
3837,颜色再多点好了,0,颜色,好
3838,衣服喜欢,0,衣服,喜欢
3839,收到衣服上面破了个洞,0,衣服,破洞
3840,材质可以,0,材质,可以
3841,尺码推荐：价格实惠,1,价格,实惠
3842,店家服务也很好,1,服务,好
3843,衣服爸爸很满意,1,衣服,满意
3844,比较凉快的布料,0,布料,凉快
3845,觉得布料舒服,0,布料,舒服
3846,针织面料 摸起也比较舒服,1,面料,舒服
3847,衣服爸爸喜欢,1,衣服,喜欢
3848,面料品质：舒服,1,面料,舒服
3849,料子好像挺热的哦,1,料子,好
3850,很实惠料子很舒服,1,料子,舒服
3851,价格很美丽,1,价格,美丽
3852,质量又好,1,质量,好
3853,幸好衣服没有损伤,1,衣服,损伤
3854,客服星星推荐的号码非常合适,1,号码,合适
3855,非常值 面料也特别好,1,面料,好
3856,客服推荐的尺码也很合适,1,尺码,合适
3857,实物颜色比图片深好多,1,颜色,好
3858,整体评价：刚好父亲节送到爸爸,1,整体,刚好
3859,整体评价：很满意哟,1,整体,满意
3860,料子摸起来还可以,1,料子,可以
3861,老爸很喜欢整体评价：父亲节送给爸爸的,1,整体,喜欢
3862,上面很难闻的气味,0,气味,难闻
3863,关键价格还特别实惠,0,价格,实惠
3864,设计时尚,0,设计,时尚
3865,这时候很好的服务,0,服务,好
3866,衣服到了太满意了,1,衣服,满意
3867,一直很喜欢这家店的东西,1,东西,喜欢
3868,性价比高的一款爱了,1,性价比,高
3869,包装的挺严实,1,包装,严实
3870,卖家服务可以,1,服务,可以
3871,洗过也不变形做工不错,0,做工,不错
3872,短袖蛮好看的,0,短袖,好看
3873,T恤面料摸起来很舒服,0,面料,舒服
3874,客服尺码也合适,0,尺码,合适
3875,已经是他家的老顾客了哈哈～这家的短袖质量还是很不错的,0,质量,不错
3876,总体来说非常不错,1,总体,不错
3877,款式都很不错,1,款式,不错
3878,试穿了尺码合适,0,尺码,合适
3879,面料穿上也舒服,0,面料,舒服
3880,价格也实惠是宽松版的,0,价格,实惠
3881,整体💄体验：真心好,1,整体,好
3882,宽松的不会很紧大小合适,1,大小,合适
3883,穿着舒服大小合适,1,大小,合适
3884,挺舒服的面料,1,面料,舒服
3885,包装的也很好,0,包装,好
3886,手感也是超好,0,手感,好
3887,态度很好呦,0,态度,好
3888,这么便宜的价格,1,价格,便宜
3889,非常喜欢这四个样式,0,样式,喜欢
3890,试了一下大小合适,0,大小,合适
3891,性价比真的挺高的,0,性价比,高
3892,收到了质量超好,0,质量,好
3893,面料摸起挺舒服,0,面料,舒服
3894,穿起来面料品质好,0,面料,好
3895,还是真的很便宜又实惠,1,实惠,便宜
3896,版型穿上真不错,1,版型,不错
3897,做工很精致；穿着很舒服很潮流～,0,做工,精致
3898,款式大方很有型,0,款式,大方
3899,不过这个价格还行吧,1,价格,行
3900,穿上特别舒服价格也实惠下次还会再来,1,价格,实惠
3901,没有色差不褪色,1,颜色,色差
3902,十几块钱买到质量这么好的太难得了,0,质量,好
3903,刚收到的衣服也没什么异味,0,衣服,异味
3904,色差不大,0,色差,大
3905,老公说衣服很舒服,1,衣服,舒服
3906,不仅便宜实惠,1,价格,实惠
3907,抗皱效果也非常好🌊,1,效果,好
3908,最主要是便宜实惠,1,价格,实惠
3909,包装很好没有损坏,1,包装,好
3910,价格也比较实惠,1,价格,实惠
3911,短袖质量不错,1,质量,不错
3912,这面料太好了吧,0,面料,好
3913,穿起来大小刚好,0,大小,刚好
3914,超级喜欢的一款衣服🌊,1,衣服,喜欢
3915,料子不错：很有韧性,1,料子,不错
3916, 价格比商场买的实惠,1,价格,实惠
3917,面料很好穿上很合适[转圈],0,面料,好
3918,版型属于宽松休闲型的,0,版型,宽松
3919,我比较喜欢鲜一点的颜色,0,颜色,喜欢
3920,衣服还不错物超所值推荐购买,0,衣服,不错
3921,物美价廉呀很划算版型时尚[激动]大气适合这个季节穿性价比高,0,性价比,高
3922,没有色差问题,1,颜色,色差
3923,黑色的不是怎么好看,1,黑色,好看
3924,没有难闻的异味,1,异味,难闻
3925,搭配衣服也好搭配,1,衣服,好搭配
3926,价格比实体店便宜多了,0,价格,便宜
3927,价钱太划算了夏天穿一点也不心疼,0,价钱,划算
3928,布料凉快不贴身,1,布料,凉快
3929,衣服款式时尚百搭,1,衣服款式,百搭
3930,不管是物流还是质量都非常好,0,质量,好
3931,没有线头性价比：非常高的一款产品,0,性价比,高
3932,完全超出了期望值,0,期望值,超出
3933,款式也贼喜欢,0,款式,喜欢
3934,所选尺码合适,0,尺码,合适
3935,面料挺好的物超所值,0,面料,好
3936,效果特别好,1,效果,好
3937,不缩水布料不错,0,布料,不错
3938,看着质量还可以呢,0,质量,可以
3939,衣服经济实惠,0,价格,实惠
3940,推荐推荐面料舒适,1,面料,舒适
3941,布料摸起来也舒服,1,布料,舒服
3942,手感可以,1,手感,可以
3943,价格是便宜了,1,价格,便宜
3944,款式潮流百搭,0,款式,潮流
3945,买到这么好的东西,0,东西,好
3946,自己穿上效果还不错哦,0,效果,不错
3947,性价比：非常高,0,性价比,高
3948,面料舒适💣,1,面料,舒适
3949,号码也合适,1,号码,合适
3950,大小上身都合适,0,大小,合适
3951,没有色差和图片上一样,0,色差,
3952,颜色也非常喜欢,1,颜色,喜欢
3953,面料不错：很有韧性,1,面料,不错
3954,透气没有难闻的异味,1,异味,
3955,质量超级好呢,0,质量,好
3956,有点薄质量还行,1,质量,行
3957,质感非常好,1,质感,好
3958,颜色也比较好,1,颜色,好
3959,包装也很好看,1,包装,好看
3960,衣服穿着特别舒服,0,衣服,舒服
3961,不论是颜色还是质感都是我喜欢的类型,1,颜色,喜欢
3962,图案我很是喜欢,1,图案,喜欢
3963,尺码应该是合适的,1,尺码,合适
3964, 尺码推荐：很合适,1,尺码,合适
3965,码数标准很满意,0,码数,标准
3966,衣服老公很喜欢,0,衣服,喜欢
3967,买的大小刚好,0,大小,刚好
3968,纯棉的很透气,0,纯棉,透气
3969,价格也实惠满意,1,价格,实惠
3970,透气性非常的好,1,透气性,好
3971,买到这样的衣服还是可以了,0,衣服,可以
3972,还不错码数挺标准的,0,码数,标准
3973,价格太优惠了,0,价格,优惠
3974,和图片没有什么色差,0,颜色,色差
3975,这个价钱买几件真的太划算啦,1,价钱,划算
3976,面料是比较舒服的,1,面料,舒服
3977,这个料子还不错,1,料子,不错
3978,这个价钱可以买那么多件,0,价钱,可以
3979,手感都很舒服,0,手感,舒服
3980,物流态度又好,0,态度,好
3981,商家服务很好,1,服务,好
3982,整体还是不错的,1,整体,不错
3983,商品品质：非常不错,1,商品品质,不错
3984,穿着舒服性价比不错,0,性价比,不错
3985,面料舒服非常适合现在的天气,0,面料,舒服
3986,衣服洗了不掉色🎄,0,衣服,掉色
3987,店家推荐的尺码也好,0,尺码,好
3988,穿着很合身手感很好,1,手感,好
3989,穿了正好非常合身[玫瑰]也很凉快质量也非常好,0,质量,好
3990, 面料摸起来挺舒服的,0,面料,舒服
3991,这个价位能买到的比较好的商品了,0,价位,好
3992,价格又很实惠,0,价格,实惠
3993,穿在身上很舒服透气性也很好,0,透气,好
3994,整体看着不错,1,整体,不错
3995,b布料还行,0,布料,行
3996,宝贝码数标准,0,码数,标准
3997,老公说上身舒服,0,上身,舒服
3998,这价钱很划算,0,价钱,划算
3999,但是布料超舒服,1,布料,舒服
4000,面料摸得挺舒服,0,面料,舒服
4001,质得购买贝料子不错,1,料子,不错
4002,纯棉的透气哦,1,纯棉,透气
4003,款式时尚大方,1,款式,大方
4004,服务也非常好,0,服务,好
4005,款式又容易搭配🌹🌹尺码很合身,0,尺码,合身
4006,性价比非常高是我喜欢的🌹🌹,0,性价比,高
4007,衣服摸起来还不错,0,衣服,不错
4008,🌙样式非常好看,1,样式,好看
4009,服务非常好,1,服务,好
4010,[爱心][爱心]很不错的一款衣服,0,衣服,不错
4011,T恤料子很好,0,料子,好
4012,只要质量过得去就可以了,1,质量,可以
4013,布料也是很好,1,布料,好
4014, 没有难闻的异味,1,异味,难闻
4015,价格实惠满意,0,价格,实惠
4016,面料摸起也可以,0,面料,可以
4017,衣服都不错,0,衣服,不错
4018,质量也是很不错了,0,质量,不错
4019,质量比想象的好多了,0,质量,好
4020,纯棉的  做工很精致,0,做工,精致
4021,穿上很舒服  价格还很优惠收到了很满意,0,价格,优惠
4022,免烫版🐛质量不错,1,质量,不错
4023,料子不错：很有韧性🌴,1,料子,不错
4024,💦没有难闻的异味,0,异味,难闻
4025,洗了没有缩水、料子不错,0,料子,不错
4026,[玫瑰]大小合适,0,大小,合适
4027,🎃手感还挺不错的,0,手感,不错
4028,料子也可以😉,0,料子,可以
4029,简单大方整体评价：上班穿正好,1,整体,好
4030,主要价格太便宜了,1,价格,便宜
4031,大小号也正好,1,大小,好
4032,衣服挺合身,1,衣服,合身
4033, 尺码合适,0,尺码,合适
4034,做工好这么实惠,0,做工,好
4035,款式时尚简单大方,1,款式,大方
4036,手感摸着也挺舒服的,1,手感,舒服
4037,布料和车工都很好,0,布料,好
4038,颜色发错了 不过衣服不错 无所谓了,1,衣服,不错
4039,整体评价：上去舒服,1,整体,舒服
4040,不挑人设计的也很好看,1,设计,好看
4041,图案贼喜欢,1,图案,喜欢
4042,衣服尺码根本不对,0,衣服尺码,不对
4043,收到衣服试穿上很合适,0,衣服,合适
4044,质量保证,0,质量,保证
4045,款式老公也很喜欢,0,款式,喜欢
4046,没有色差 怎么搭配都好看,0,色差,
4047,款式弟弟很喜欢,0,款式,喜欢
4048,面料也挺不错的,1,面料,不错
4049,并且价格也便宜,1,价格,便宜
4050,店家态度也很好哟,1,态度,好
4051,大小选的也很合适,1,大小,合适
4052,这个款式是我喜欢的款,1,款式,喜欢
4053,而且价格实惠 ,1,价格,实惠
4054,效果不错的,1,效果,不错
4055,帮老公买的 大小合适,1,大小,合适
4056,有的有点紧t恤质量挺不错的,0,质量,不错
4057,就这样吧质量不错,0,质量,不错
4058,买了好几个颜色,0,颜色,好
4059,一直都喜欢优衣库的衣服,0,衣服,喜欢
4060,白色纠结想退价格便宜就留了,1,价格,便宜
4061,但质感很好,0,质感,好
4062,这款布料舒服,0,布料,舒服
4063,我163 96斤 买的s除了肩膀那里有点窄 其他地方都挺合适 建议其他体型相近的姐妹可以考虑选大一号儿,0,号,合适
4064,前几天去实体店看过浅绿色也特别好看  到时候再回购,1,浅绿色,好看
4065,因为我姐买了以后看着料子很好,0,料子,好
4066,浅绿色很好看,0,浅绿色,好看
4067,颜色还是和实物有差别的,0,颜色,有差别
4068,175、65穿这个尺码稍宽松,0,尺码,宽松
4069,真的喜欢这个面料,1,面料,喜欢
4070,价格优惠简直停不了,1,价格,优惠
4071,这个颜色不是太显白,1,颜色,显白
4072,质量还是非常好的👌放心购买,0,质量,好
4073,选好尺寸闭眼入吧已经买了两件了,0,尺寸,好
4074,总体来说蛮好的～,0,总体,好
4075,整体评价：物美价廉 入手第四件了  版型风格：非常合身 很显档次  161 50公斤 买的M款很适合 宝蓝色买了大一款L号 也很合身,0,版型,显档次
4076,质地很好,1,质地,好
4077,黑色显瘦百搭,0,黑色,显瘦
4078,衣服皱是因为洗好了,0,衣服,皱
4079,舒服的棉质,0,棉质,舒服
4080,可以第一次购买优衣库的衣服,0,衣服,可以
4081,特意祝福店家 别发薄了 有人反应发的货薄 我就特意特意强调了下 收到的内心都很满意 同事还没了他们家的抱枕 真是特别好 好东西就是要分享一下,1,抱枕,好
4082,整体评价：好呀好快呀,0,整体,好
4083,质量不错👍😊,0,质量,不错
4084,我的身高体重：162    95 质量贼好,1,质量,好
4085, 版型也不错,0,版型,不错
4086,整体评价：男款女款面料不一样,1,面料,一样
4087,面料也舒服结实,1,面料,舒服
4088,做工什么的都蛮好,1,做工,好
4089,超级喜欢这款衣服,1,衣服,喜欢
4090,这个颜色巨显白,1,颜色,显白
4091,绿色意外的很好看,0,绿色,好看
4092,布料比男款的果茶t好太多了,0,布料,好
4093,一如既往的性价比之王 料子超舒服呀,0,料子,舒服
4094,166 94斤 m码小了 l应该合适 送人了 质量真不错,0,质量,不错
4095,物美价廉 好穿好搭 颜色美,1,颜色,美
4096,面料真的超级舒服,1,面料,舒服
4097,以后有需要还会回购的质量非常好,1,质量,好
4098,面料真的特别舒服,1,面料,舒服
4099,款式新颖时尚,0,款式,新颖
4100,优衣库衣服质量没话说,0,衣服质量,没话说
4101,绿色超好看的,0,绿色,好看
4102,面料太好了,0,面料,好
4103,上身超级舒服,1,上身,舒服
4104,很喜欢优衣库的衣服,1,衣服,喜欢
4105,百搭款式,1,款式,百搭
4106,质量不错 基础款,0,质量,不错
4107,白色好搭衣服,0,衣服,好
4108,优衣库的质量真的很不错,1,质量,不错
4109,修身款也很好看,1,修身,好看
4110,东西不错东西不错东西不错东西不错东西不错东西不错东西不错东西不错东西不错东西不错东西不错东西不错东西不错东西不错东西不错东西不错东西不错东西不错东西不错东西不错东西不错东西不错东西不错东西不错东西不错,1,东西,不错
4111,活动价格划算,1,价格,划算
4112,料子穿起来挺舒服的,0,料子,舒服
4113,款式朴素大方,0,款式,大方
4114,不过质量应该也还可以吧,0,质量,可以
4115,优衣库的衣服质量没的说,0,衣服质量,没的说
4116,女儿喜欢这个牌子的衣服,1,衣服,喜欢
4117,我的身高体重：160 104大小很合适 满意,1,大小,合适
4118,97穿s正好修身,0,修身,正好
4119,这款T恤真是不错,0,T恤,不错
4120,永远好搭配的衣服,0,衣服,好
4121,今年的UT比前几年的料子都舒服,1,料子,舒服
4122,白色不透,1,白色,透
4123,布料也挺舒服的,1,布料,舒服
4124,质感好,1,质感,好
4125,搭配浅色牛仔裤好看,0,浅色牛仔裤,好看
4126,厚实好质量,0,质量,好
4127, 微弹 没有气味 不透 摸着有点厚,1,气味,没有
4128,衣服超级漂亮,0,衣服,漂亮
4129,价格也挺合适,0,价格,合适
4130,因为很讨厌短袖领子那里洗多了就会变形   但是他家的短袖就没有这种顾虑啦   质量没的说  纯色舒适短袖他家就是首选呀,0,质量,没的说
4131,衣服不透,0,衣服,透
4132,这次618看价格美丽就再入一件,1,价格,美丽
4133,可以🉑  这个款式是修身的 所以不适合买大的 做oversize   所以我买错码了  59很值,1,款式,修身
4134,码数穿着合适,1,码数,合适
4135,Enm好像质量没有以前的好&hellip;不过也还熊买小了,0,质量,好
4136,大小合适穿着挺舒服的百搭款,0,大小,合适
4137,不是宽松版型,1,版型,宽松
4138,面料也不一样,1,面料,一样
4139,还是比较喜欢去年的面料感觉比去年的款要长一些,1,面料,喜欢
4140,基础百搭质量好,0,质量,好
4141,质量相当好,0,质量,好
4142,衣型很好,0,衣型,好
4143,面料不薄,0,面料,薄
4144,我觉得质量特别好,1,质量,好
4145,面料比去年买的更舒服,1,面料,舒服
4146,回头率很高,1,回头率,高
4147, 质量杠杠的没话说,0,质量,没话说
4148,穿上身立马变气质好的韩国小姐姐,0,上身,好
4149,颜色好,0,颜色,好
4150,去年那件质量是真好,1,质量,好
4151,很好的T恤 穿着舒适 百搭 适合夏天的颜色,1,颜色,好
4152,整体评价：有点小 身高170,1,整体,高
4153,这件衣服不是太满意,0,衣服,满意
4154,浅绿色挺好看,0,绿色,好看
4155,白色很好不透,1,白色,透
4156,一如即往地喜欢这件纯白的衣服,1,衣服,喜欢
4157,总体可以,1,总体,可以
4158,一直觉得优衣库的东西很不错,0,东西,不错
4159,推荐的尺码也合适,0,尺码,合适
4160,摸着质量很不错的,0,质量,不错
4161,一套优衣库材质舒服,0,材质,舒服
4162,这个颜色显白,1,颜色,显白
4163,衣服比较修身,1,衣服,修身
4164,料子很舒服的那种,0,料子,舒服
4165,比较厚的款式超值的好吗,0,款式,好
4166,衣服穿着舒服又回购了一件白色的,0,衣服,舒服
4167, 版型风格：款式简单百搭,0,款式,百搭
4168,优衣库的质量就是好,1,质量,好
4169,关键这个价格还真便宜,1,价格,便宜
4170,太喜欢这个颜色了,1,颜色,喜欢
4171,好搭衣服,1,衣服,好
4172,价格也好～,0,价格,好
4173,面料去年的舒服,0,面料,舒服
4174,颜色太喜欢了,0,颜色,喜欢
4175,便宜质量好又舒服,1,质量,好
4176,足不出户可以选择自己喜欢的东西是第一点,1,东西,喜欢
4177,不过质量好好,1,质量,好
4178,面料舒适偏厚,1,面料,舒适
4179,无限回购的U系列 这个颜色好嫩,0,颜色,好
4180,质量一如至往的好,1,质量,好
4181,东西很不错哦,1,东西,不错
4182,料子也特别的好,1,料子,好
4183,非常喜欢的颜色,1,颜色,喜欢
4184,好嫩的颜色啊,1,颜色,好
4185,并且价格优惠亲民,0,价格,优惠
4186,总体还是不错的,0,总体,不错
4187,这件非常显好气色好 好搭配 准备明年早点买 今年买的时候颜色不全了,0,颜色,好
4188,版型不错的,0,版型,不错
4189,宝贝儿 好,1,宝贝,好
4190,优衣库质量没话说,1,质量,没话说
4191,质感超好,1,质感,好
4192,比hm 无印良品的质量都好,0,质量,好
4193,号码买小了 凑合穿吧 质量没问题,0,质量,问题
4194,这还是衣服的质量有问题啊,1,质量,有问题
4195,很显白的颜色,0,颜色,显白
4196,个人挺喜欢的,0,个人,喜欢
4197,妈妈说颜色显白,0,颜色,显白
4198,女士这个短袖简直就是性价比超高的产品,0,性价比,高
4199,喜欢宽松的个人认为可以再大一个码,1,个人,喜欢
4200,面料还行,1,面料,行
4201,客服服务也挺好的,1,服务,好
4202,可这套衣服她很满意,1,衣服,满意
4203,就是如果说质量再好一点的话,1,质量,好
4204,平时我妈很少说我在网上买衣服她会满意的,1,衣服,满意
4205,👸质量不错,1,质量,不错
4206,👔没有色差,1,颜色,色差
4207,衣服质量很赞,1,衣服质量,赞
4208,衣服面料一般吧,0,衣服面料,一般
4209,质量还可以就是小了一点点肚子太大了,0,质量,可以
4210,面料很舒服特别凉快,1,面料,舒服
4211,衣服比想象中的好,0,衣服,好
4212,这件衣服真的是漂亮到爆炸,0,衣服,漂亮
4213,我穿这衣服的感觉就像我碰到了我喜欢的食物&mdash;&mdash;烤鱼一样的想法,0,衣服,喜欢
4214,款式都很好,0,款式,好
4215,姑姑说款式还不错吧,0,款式,不错
4216,也就图案清新,0,图案,清新
4217,有需要还会莱衣服挺好的,0,衣服,好
4218,裤子布料也挺凉快的,0,布料,凉快
4219,衣服穿起来凉快,0,衣服,凉快
4220,妈妈很喜欢这款衣服,1,衣服,喜欢
4221,面料品质：很好,1,面料,好
4222,质量很不错 穿着舒服 特别凉快,1,质量,不错
4223,整体评价：衣衣不错,1,整体,不错
4224,面料也不错啊,0,面料,不错
4225,帮忙选了合适的尺码,0,尺码,合适
4226,整体评价：大姑姐说婆婆穿很合适,0,整体,合适
4227,衣服好能不给好评吗,0,衣服,好
4228,挺舒服的料子,1,料子,舒服
4229,还行吧 价格在那呢,1,价格,行
4230,我穿了试了试料子很舒服,1,料子,舒服
4231,做工粗糙,0,做工,粗糙
4232,这个价格蛮合适,1,价格,合适
4233,很清凉 面料品质：很光滑 上身效果：大气,1,面料,光滑
4234,价格实惠   谢谢老板,0,价格,实惠
4235,图案还是很好看的,1,图案,好看
4236,面料不是想象中的那么好 不是很滑的那种面料,1,面料,好
4237,不过料子摸着很舒服,1,料子,舒服
4238,面料品质：挺舒服的,1,面料,舒服
4239,面料品质：都挺好的,1,面料,好
4240,衣服特别凉快,1,衣服,凉快
4241,料子特别凉快,0,料子,凉快
4242,质感还是不错的,0,质感,不错
4243,裤子的做工其实很好,0,做工,好
4244,价格便宜不说,0,价格,便宜
4245,衣服还是相当不错,1,衣服,不错
4246,质量好给妈妈买的,1,质量,好
4247,宝贝不错👍,1,宝贝,不错
4248,衣服的布料很凉爽,1,衣服,凉爽
4249,妈妈穿上效果也可以,0,效果,可以
4250,这个衣服这样下来让我十分满意,1,衣服,满意
4251,衣服穿起来合身,0,衣服,合身
4252,价格也划算,0,价格,划算
4253,好产品值得信赖,1,产品,好
4254,整体评价：老婆喜欢,1,整体,喜欢
4255,价格也很合适,0,价格,合适
4256,穿身上效果特别好,0,效果,好
4257,整体挺好,0,整体,好
4258,值得推荐给大家码子也很标准,0,码子,标准
4259,可以 毕竟价格在那里,0,价格,可以
4260,穿上效果还不错,0,效果,不错
4261,做工不错,1,做工,不错
4262,裤子料子好,1,料子,好
4263,衣服妈妈很喜欢,1,衣服,喜欢
4264,呵呵料子挺凉快的,1,料子,凉快
4265,价格算可以了,0,价格,可以
4266,妈妈穿着大小合适,0,大小,合适
4267,妈妈很喜欢给家里父母买衣服都看很久的,1,衣服,喜欢
4268,这个价格还可以吧,1,价格,可以
4269,好东西推荐购买,0,东西,好
4270,衣服不小,0,衣服,小
4271,衣服也很实惠,0,衣服,实惠
4272,这套质量不错,0,质量,不错
4273,就是布料不太透气,0,布料,透气
4274,妈妈说衣服还好,1,衣服,好
4275,裤子质量不行,1,质量,行
4276,大小到是合适,1,大小,合适
4277,颜色是她喜欢的,1,颜色,喜欢
4278,裤子质量一般,0,裤子质量,一般
4279,以后不考虑买太便宜的衣服,0,衣服,便宜
4280,款式也不错👍👍,1,款式,不错
4281,红色这套质量一般,0,红色,一般
4282,绿色那套质量更好,0,绿色,好
4283,觉得面料很舒服,1,面料,舒服
4284,衣服超级凉快,1,衣服,凉快
4285,便宜、实惠,1,实惠,便宜
4286,宝贝质量还行,0,质量,行
4287,这个价格也还不错,0,价格,不错
4288,收到衣服很漂亮,0,衣服,漂亮
4289,很粗糙的布料,0,布料,粗糙
4290,好看质量也好,1,质量,好看
4291,衣服不错、寄过老家了,1,衣服,不错
4292,衣服穿起来很不错,1,衣服,不错
4293,比我之前买的那套质量好,1,质量,好
4294,不错衣服,0,衣服,不错
4295,这个价位买的真心不错,0,价位,不错
4296,说是性价比更好,0,性价比,好
4297,质量、样式都很不错哦,1,质量,不错
4298,宝贝质量尚算可以,1,质量,可以
4299,但是料子很好,1,料子,好
4300,推荐的大小很合适,1,大小,合适
4301,衣服太便宜,0,衣服,便宜
4302,布料滑滑的,0,布料,滑滑
4303,价格还美丽,1,价格,美丽
4304,布料也不错👍 家门口有个小火锅,1,布料,不错
4305,好衣服,1,衣服,好
4306,垂感比较好的面料,1,面料,好
4307,买的xl码图案也很漂亮,0,图案,漂亮
4308,样子也好看妈妈很喜欢,0,样子,好看
4309,面料摸起来很好,1,面料,好
4310,质量超级满意；已经买了三件了,1,质量,满意
4311,2个加的大小穿起来正好,1,大小,正好
4312,整体评价：衣服质量没得说,1,衣服质量,没得说
4313,质量太好了还会回购,1,质量,好
4314,衣服穿起来很凉快,1,衣服,凉快
4315,尺码推荐：衣服很不错,1,衣服,不错
4316,朋友说价格实惠,1,价格,实惠
4317, 上身效果：显瘦,0,上身效果,显瘦
4318,她说质量还可以,0,质量,可以
4319,个人挺喜欢,1,个人,喜欢
4320,妈妈说质量可以,1,质量,可以
4321,整体评价：性价挺高的,1,整体,高
4322,料子凉快,0,料子,凉快
4323,衣服裤子穿着太舒服了,0,衣服,舒服
4324,颜色搭配的蛮好,0,颜色搭配,好
4325,价格很实惠的一个套装,0,价格,实惠
4326,衣服奶奶喜欢,1,衣服,喜欢
4327,物流不快,1,物流,快
4328,面料也很不错,1,面料,不错
4329,衣服不错呦,1,衣服,不错
4330,质量一样的好,0,质量,好
4331,品质太差,0,品质,差
4332,质量还是蛮不错的,0,质量,不错
4333,做工非常的不错,0,做工,不错
4334,很喜欢这个款式,1,款式,喜欢
4335,衣服也很喜欢,1,衣服,喜欢
4336,衣服拿到手非常不错,1,衣服,不错
4337,手感更好,1,手感,好
4338,料子很正不错,1,料子,正
4339,面料没弹性,0,面料,弹性
4340,质量比我想象的还要好,0,质量,好
4341,很好看时尚修身,0,修身,好看
4342,面料也非常的舒服,1,面料,舒服
4343,衣服穿起来很合身,1,衣服,合身
4344,衣服洗后也不脱色,1,衣服,脱色
4345,做工特别精致,1,做工,精致
4346,做工挺好哒,0,做工,好
4347,一直都喜欢她们家的衣服,1,衣服,喜欢
4348,面料摸起来也特舒服,0,面料,舒服
4349,是我喜欢的款式果然没有买错,0,款式,喜欢
4350,料子摸着也很舒服,0,料子,舒服
4351,尺码穿着合身,0,尺码,合身
4352,布料里外都挺不错的,1,布料,不错
4353,是很舒服的料子,1,料子,舒服
4354,感觉性价比挺高的,1,性价比,高
4355,价格很实惠很满意,0,价格,实惠
4356,非常合身108斤选的L码穿上身很有气质,1,上身,合身
4357,宝贝喜欢,1,宝贝,喜欢
4358,感谢商家的好产品,1,产品,好
4359,穿在身上效果特别好,1,效果,好
4360,重点是价格很实惠哦,0,价格,实惠
4361,款式非常新颖,0,款式,新颖
4362,服务周到细致入微,0,服务,周到
4363,宝贝收到了非常的不错,0,宝贝,不错
4364,大小非常合适,1,大小,合适
4365,质量也很不错呢,1,质量,不错
4366,摸起来面料很舒服,1,面料,舒服
4367,特别喜欢衣服,0,衣服,喜欢
4368,衣服非要合适,1,衣服,合适
4369,试了下大小刚合适,1,大小,合适
4370,价格实惠很满意,0,价格,实惠
4371,特别修身时尚很好看哦,1,修身,好看
4372,质量真的是没话说,1,质量,没话说
4373,上衣布料很舒服,0,布料,舒服
4374,喜欢这样的款式,0,款式,喜欢
4375,款式也简单大方,0,款式,大方
4376,做工质量没的说,0,质量,没的说
4377,卖家服务又好,0,服务,好
4378,上身穿着很漂亮,0,上身,漂亮
4379,材质摸着很舒服,0,材质,舒服
4380,做工特别好,1,做工,好
4381,谢谢卖家买到这么好的东西,1,东西,好
4382,很满意的衣服,1,衣服,满意
4383,尺码穿着刚合适,1,尺码,合适
4384,效果超级好,0,效果,好
4385,喜欢的衣服,0,衣服,喜欢
4386,收到货品后着急着放新房里了 忘记拍照了 非常好 颜色是我想要的,0,颜色,好
4387,衣服很不错哟,0,衣服,不错
4388,说实话真真的特别好的?质量棒棒哒,0,质量,好
4389,这次买的衣服满意了,0,衣服,满意
4390,很喜欢的衣服,0,衣服,喜欢
4391,重点是质量真的超级好,0,质量,好
4392,做工还是很不错的,1,做工,不错
4393,款式比较时尚也很新颖,1,款式,新颖
4394,关键是质量好,1,质量,好
4395,价格也特别实惠,1,价格,实惠
4396,收到包装很好,0,包装,好
4397,东西真的出乎意料的好,0,东西,好
4398,客服服务真好,0,服务,好
4399,非常漂亮大小合适非常完美,1,大小,合适
4400,超级喜欢的款式客服,1,款式,喜欢
4401,东西真的太喜欢了,1,东西,喜欢
4402,价格非常十分美丽,0,价格,美丽
4403,正好在东北穿穿短袖短裤,1,短袖,好
4404,价格公道实惠,1,价格,实惠
4405,厚薄也正好,1,厚薄,好
4406,卖家服务周到,1,卖家服务,周到
4407,我最喜欢裤子的款式新,1,款式,喜欢
4408,手感摸起来舒服,1,手感,舒服
4409,总体还算不错,0,总体,不错
4410,材质款式颜色都满意,0,款式,满意
4411,主要是质量好,1,质量,好
4412,只是穿上之后觉得好普遍存在的衣服,1,衣服,好
4413,衣服无异味,1,衣服,异味
4414,就是裤子做工没做好,1,裤子做工,好
4415,这个价格能买到相当划算,0,价格,划算
4416,而且质量也好,0,质量,好
4417,材质还行,1,材质,行
4418,商家服务不错,1,服务,不错
4419,大家还是没有气味,1,气味,没有
4420,买了好多东西呢,0,东西,好
4421,性价比也蛮高,0,性价比,高
4422,喜欢的可以放心买 这个颜色我非常喜欢,0,颜色,喜欢
4423,大爱是我喜欢的颜色,1,颜色,喜欢
4424,期待的宝贝终于到货了 五星好评哦,1,宝贝,期待
4425,衣服收到了老婆挺喜欢,1,衣服,喜欢
4426,凉快质量好,0,质量,好
4427,实惠性价比超高,0,性价比,高
4428,很喜欢这款衣服……,1,衣服,喜欢
4429,所有质量方面都好,0,质量,好
