,评论,评价对象,程度副词,否定词,情感词
7034,非常满意的一款衣服,衣服,非常,0,满意
7035,价格是外面的很好,价格,很,0,好
7036,推荐的尺码很好,尺码,很,0,好
7037,无色差手感很好,手感,很,0,好
7038,第一次买到这么好的东西,东西,0,0,好
7039,质量穿了才来评价好,质量,0,0,好
7040,客户服务周到热情,服务,0,0,周到
7041,客服有问必答   宝贝质量我很满意,质量,很,0,满意
7042,东西好看,东西,0,0,好看
7043,东西真是很好,东西,很,0,好
7044,质量好而且穿上显年轻有朝气,质量,0,0,好
7045,掌柜服务很好,服务,很,0,好
7046,客服服务热情周到,服务,0,0,周到
7047,衣服很漂亮啊,衣服,很,0,漂亮
7048,商品不仅质量好还物有所值,质量,0,0,好
7049,尺码非常合身、穿上很漂亮,尺码,非常,0,合身
7050,衣服穿着非常漂亮,衣服,非常,0,漂亮
7051,上身也很漂亮,上身,很,0,漂亮
7052,她说效果很漂亮,效果,很,0,漂亮
7053,宝贝我很喜欢,宝贝,很,0,喜欢
7054,款式方面比较满意,款式,比较,0,满意
7055,衣服样式还不错,衣服,0,0,不错
7056,衣服还是比较漂亮的,衣服,0,0,漂亮
7057,质量更好点就更好了,质量,更,0,好
7058,而面料也不一样,面料,0,不,一样
7059,质量满意 有点小问题就不计较了,质量,0,0,满意
7060,颜色鲜艳,颜色,0,0,鲜艳
7061,客服服务周到热情,服务,0,0,周到
7062,款式好,款式,0,0,好
7063,网购最满意的一件衣服,衣服,最,0,满意
7064,衣服穿着还不错,衣服,0,0,不错
7065,总的来说质量还可以,质量,还,0,可以
7066,质量非常好容易清洗穿着很舒服,质量,非常,0,好
7067,质量非常好穿着非常舒服,质量,非常,0,好
7068,还可以大小也合适,大小,0,0,合适
7069,这衣服真的不错,衣服,0,0,不错
7070,卖家服务还不错,服务,0,0,不错
7071,这衣服质量没得说,衣服质量,0,0,没得说
7072,客服推荐的号码很合适,号码,很,0,合适
7073,售后服务真的很好,服务,很,0,好
7074,而且面料确实挺好的,面料,挺,0,好
7075,不过好产品就是好产品,产品,0,0,好
7076,就知道是好东西,东西,0,0,好
7077,而且说面料非常不错,面料,非常,0,不错
7078,面料挺柔和的,面料,挺,0,柔和
7079,衣服好棒啊,衣服,0,0,好棒
7080,颜色特别的好,颜色,特别,0,好
7081,摸着质感很不错呢,质感,很,0,不错
7082,价格也还合适,价格,还,0,合适
7083,衣服非常合适,衣服,非常,0,合适
7084,保暖效果不错,效果,0,0,不错
7085,卫衣质量很不错,卫衣质量,很,0,不错
7086,早上穿的这衣服也不热啊,衣服,0,不,热
7087,手感舒服,手感,0,0,舒服
7088,质量也超级好,质量,超级,0,好
7089,衣服款式很新颖,衣服款式,很,0,新颖
7090,价格也是非常的实惠和满意,价格,非常,0,实惠
7091,这个衣服非常的喜欢,衣服,非常,0,喜欢
7092,材料什么用的都很好,材料,很,0,好
7093,没想到质量会那么好,质量,0,0,好
7094,推荐大小合适,大小,0,0,合适
7095,衣服收到了穿起来很合身,衣服,很,0,合身
7096,哈哈卖家发货很及时的东西很好,东西,很,0,好
7097,宝贝真的超级好,宝贝,超级,0,好
7098,保暖效果很棒的穿着这件衣服,衣服,很,0,棒
7099,宝贝收到超喜欢,宝贝,超,0,喜欢
7100,质量也是非常的好,质量,非常,0,好
7101,衣服特别不好,衣服,特别,不,好
7102,大小刚好不起球不起毛,大小,0,0,刚好
7103,保暖效果也很不错,效果,很,0,不错
7104,做工特别的好,做工,特别,0,好
7105,真的很喜欢这件衣服,衣服,很,0,喜欢
7106,老公也一直说这件衣服不错,衣服,0,0,不错
7107,双十一买的价格实惠,价格,0,0,实惠
7108,这个价格也特别划算,价格,特别,0,划算
7109,价格也很划算,价格,很,0,划算
7110,布料也挺好的,布料,挺,0,好
7111,以后质量不错,质量,0,0,不错
7112,衣服确实挺漂亮的,衣服,挺,0,漂亮
7113,没想到效果这么好,效果,0,0,好
7114,质量真是特别的好,质量,特别,0,好
7115,衣服比预料的还好,衣服,0,0,好
7116,店家态度也好,态度,0,0,好
7117,而且质量看起来也不错,质量,0,0,不错
7118,搭配鞋子衣服很漂亮,衣服,很,0,漂亮
7119,质量真是好,质量,0,0,好
7120,保暖效果特别好,保暖效果,0,0,好
7121,这个价格很实惠,价格,很,0,实惠
7122,第一次发现原来女生穿衣服也可以穿的酷酷的,衣服,0,0,可以
7123,这衣服很不错的,衣服,很,0,不错
7124,保暖效果很不错,保暖效果,很,0,不错
7125,反正质量很不错,质量,很,0,不错
7126,可以接受这个价格,价格,0,0,可以
7127,衣服收到款式很漂亮,款式,很,0,漂亮
7128,这个季节穿这套衣服刚好,衣服,0,0,刚好
7129,卖家提供尺码也合适,尺码,0,0,合适
7130,款式都挺好的,款式,挺,0,好
7131,质量也都非常不错,质量,非常,0,不错
7132,卫衣的质量非常好,卫衣的质量,非常,0,好
7133,店主态度很好,态度,很,0,好
7134,衣服质料非常好超乎我想像,衣服,非常,0,好
7135,卫衣质量真的很不错,卫衣质量,很,0,不错
7136,面料也相当的好,面料,0,0,好
7137,别人喜欢这件衣服,衣服,0,0,喜欢
7138,这个衣服穿起来很舒服,衣服,很,0,舒服
7139,穿上身后都说漂亮,上身,0,0,漂亮
7140,很漂亮 质量不错 穿在身上很舒服啦 谢谢店家,质量,很,0,不错
7141,衣服穿上去挺合适的,衣服,挺,0,合适
7142,衣服收到了非常不错的朋友推荐的,衣服,非常,0,不错
7143,价格也很实惠很满意,价格,很,0,实惠
7144,首先觉得价格也挺优惠的,价格,挺,0,优惠
7145,卖家包装的也非常好,包装,非常,0,好
7146,东西很快就送到了 没有异味 没有破损 很满意,异味,0,0,没有
7147,宝贝真的很好很好,宝贝,很,0,好
7148,衣服穿的很棒呢,衣服,很,0,棒
7149,宝贝收到了嗯老公很喜欢,宝贝,很,0,喜欢
7150,无论是质感还是保暖性都非常不错,质感,非常,0,不错
7151,店铺老板也态度好,态度,0,0,好
7152,很棒的宝贝,宝贝,很,0,棒
7153,产品的质量也非常不错,质量,非常,0,不错
7154,料子很好不起球不掉色,料子,很,0,好
7155,喜欢这种休闲的款式,款式,0,0,喜欢
7156,关键价格很实惠,价格,很,0,实惠
7157,衣服非常漂亮的给老婆,衣服,非常,0,漂亮
7158,说料子也非常好,料子,非常,0,好
7159,下次有好宝贝还会来购买,宝贝,0,0,好
7160,售后服务很好,服务,很,0,好
7161,衣服都是超级好,衣服,超级,0,好
7162,质量非常好以后会常来你家买很保暖,质量,非常,0,好
7163,三件套这个价格还是挺划算的,价格,挺,0,划算
7164, 大小质量都合适,大小,都,0,合适
7165,质量非常非常喜欢,质量,非常,0,喜欢
7166,而且价格很便宜,价格,很,0,便宜
7167,衣服买给女朋友   女朋友非常喜欢   赞,衣服,非常,0,喜欢
7168,很棒的质量,质量,很,0,棒
7169,这个价格也比较便宜,价格,比较,0,便宜
7170,衣服穿上特别的舒适,衣服,特别,0,舒适
7171,也比较喜欢穿这种衣服,衣服,比较,0,喜欢
7172,卖家态度好,态度,0,0,好
7173,不错的衣服穿着一点都不冷,衣服,都,0,不错
7174,手感也不错的,手感,0,0,不错
7175,保暖效果太好了,效果,太,0,好
7176,重点是大小刚刚好,大小,刚刚,0,好
7177,衣服穿上去挺舒服的,衣服,挺,0,舒服
7178,质量也是相当的好,质量,相当,0,好
7179,保暖效果又特别好,效果,特别,0,好
7180,保暖透气尺码合适,尺码,0,0,合适
7181,做工简洁精致,做工,0,0,精致
7182,料子摸着也不错,料子,0,0,不错
7183,喜欢穿这种休闲的衣服,衣服,0,0,喜欢
7184,质量不错 值得信赖的品牌,质量,0,0,不错
7185,性价比甚高,性价比,甚,0,高
7186,质量都还满意,质量,还,0,满意
7187,衣服给女儿买的挺漂亮的,衣服,挺,0,漂亮
7188,东西还是像以前一样好,东西,0,0,好
7189,不过可以通过衣服店修剪,衣服,0,不,可以
7190,希望质量好点,质量,0,0,好
7191,这个价格买这个还行吧,价格,还,0,行
7192,也看了你家其他的衣服确实不错,衣服,0,0,不错
7193,姐姐穿起来很暖和质量也非常好,质量,非常,0,好
7194,衣服收到了     很满意     下次还会来的,衣服,很,0,满意
7195,真的质量太好了,质量,太,0,好
7196,质量真的不错哦,质量,0,0,不错
7197,质量也不错呦,质量,0,0,不错
7198,衣服料子很满意,衣服,很,0,满意
7199,衣服特别很满意,衣服,很,0,满意
7200,衣服呢还不错,衣服,0,0,不错
7201,?衣服不错,衣服,0,0,不错
7202,衣服摸起来还行,衣服,还,0,行
7203,"给老婆买的东西挺好的
就是物流不给送货上门",东西,挺,0,好
7204,这个运动服款式都可以穿,款式,都,0,可以
7205,透气性真不错,透气性,0,0,不错
7206,衣服感觉很棒哦,衣服,很,0,棒
7207,卫衣的颜色和设计非常喜欢,颜色,非常,0,喜欢
7208,宽松版型,版型,0,0,宽松
7209,这个颜色也比较喜欢,颜色,比较,0,喜欢
7210,天气凉了也可以搭别的衣服一起穿哦,衣服,0,0,可以
7211,面料蛮好的,面料,蛮,0,好
7212,因为我老是喜欢买重的东西????,东西,0,0,喜欢
7213,整体来说还是比较满意的,整体,0,0,满意
7214,因为大小不太合适,大小,太,不,合适
7215,服务特别的好,服务,特别,0,好
7216,款式也挺喜欢的,款式,挺,0,喜欢
7217,商家服务超好,服务,超,0,好
7218,面料穿着还是很舒服的,面料,很,0,舒服
7219,做工真的是超级满意,做工,超级,0,满意
7220,尺码合适很修身,尺码,很,0,合适
7221,面料质感也很舒服,面料,很,0,舒服
7222,衣服衣很漂亮,衣服,很,0,漂亮
7223,套装质量很赞哦,质量,很,0,赞
7224,但是三件套装算下来也是可以接受的价钱,价钱,0,0,可以
7225,质量也好……忘记拍照了,质量,0,0,好
7226,非常大小合适,大小,非常,0,合适
7227,宝贝挺合身,宝贝,挺,0,合身
7228,面料还蛮不错的,面料,蛮,0,不错
7229,穿着有显瘦效果,效果,0,0,显瘦
7230,花纹图案好看,图案,0,0,好看
7231,款式时尚喜欢,款式,0,0,喜欢
7232,整体来说各方面都挺好的,整体,挺,0,好
7233,还可以穿上大小合适,大小,0,0,合适
7234,材质蛮好,材质,蛮,0,好
7235,料子还蛮舒服的,料子,蛮,0,舒服
7236,质量蛮好,质量,蛮,0,好
7237,幸好商家态度好大了,态度,0,0,好
7238,就是做工不是太好,做工,太,不是,好
7239,穿着舒适大小合适给个赞,大小,0,0,合适
7240,衣服收到了?好评5分,衣服,0,0,好评
7241,面料不怎么好,面料,0,不,好
7242,衣服粗糙,衣服,0,0,粗糙
7243,短袖质量一般,质量,0,0,一般
7244,买家态度好,态度,0,0,好
7245,款式和布料都非常满意,款式,非常,0,满意
7246,款式很满意,款式,很,0,满意
7247,裙子可以搭配其他衣服,衣服,0,0,可以
7248,上衣款式不错,款式,0,0,不错
7249,穿上身还不错,上身,0,0,不错
7250,总体来说还是不错的一次体验,总体,0,0,不错
7251,他说还可以～尺码合适,尺码,0,0,合适
7252,漂亮的裙子和衣服,衣服,0,0,漂亮
7253,但质量还好,质量,0,0,好
7254,不过总体还可以,总体,还,0,可以
7255,s号正合适,号,0,0,合适
7256,但质量不是太好,质量,太,不是,好
7257,这样的布料不值这个价钱,价钱,0,0,不值
7258,质感不好,质感,0,不,好
7259,"料子挺差的
版型设计：喜欢这个版型",料子,挺,0,喜欢
7260,衣服裙子都很漂亮,衣服,很,0,漂亮
7261,尺码不符退货了,尺码,0,0,不符
7262,尺码和下单的尺码不对,尺码,0,0,不对
7263,套装面料很好哦,面料,很,0,好
7264,很好的一次购物物有所值物流服务一流,服务,很,0,好
7265,亲肤大小也合适,大小,0,0,合适
7266,面料摸着特别舒适,面料,特别,0,舒适
7267,非常漂亮的一件衣服,衣服,非常,0,漂亮
7268,版型很宽松,版型,很,0,宽松
7269,面料超好,面料,超,0,好
7270,上身很舒适短途游非常方便,上身,很,0,舒适
7271,质量也非常的满意,质量,非常,0,满意
7272,质量真的超好,质量,0,0,好
7273,摸起来手感超舒服,手感,超,0,舒服
7274,质量很不错的一款商品,质量,很,0,不错
7275,质量很满意,质量,很,0,满意
7276,很不错的一款宝贝,宝贝,很,0,不错
7277,东西也不错,东西,0,0,不错
7278,客服服务也很周到,服务,很,0,周到
7279,非常喜欢的一款衣服,衣服,非常,0,喜欢
7280,物品质量好,质量,0,0,好
7281,上身穿着舒服,上身,0,0,舒服
7282,套装质量好,质量,0,0,好
7283,质量好送人真的有排面,质量,0,0,好
7284,修身.质量可以.我高163.重128.穿L码,质量,0,0,可以
7285,布料质量可以,质量,0,0,可以
7286,几个姐妹一起买了好几件质量非常好穿着也舒服,质量,非常,0,好
7287,质量也特别喜欢,质量,特别,0,喜欢
7288,非常好、很开心买到这么好的东西,东西,非常,0,好
7289,这个质量不值这个价钱,价钱,0,0,不值
7290,款型好,款型,0,0,好
7291,金丝绒的 很厚实 柔软  休闲运动款  比较喜欢  款式简单,款式,比较,0,喜欢
7292,面料超级舒适,面料,超级,0,舒适
7293,布料摸着蛮舒服,布料,蛮,0,舒服
7294,面料跟舒服,面料,0,0,舒服
7295,上身效果显瘦、时尚大方,上身效果,0,0,显瘦
7296,价格非常合适,价格,非常,0,合适
7297,透气很好,透气,很,0,好
7298,主要面料很舒服,面料,很,0,舒服
7299,他们家衣服不错以后继续关注,衣服,0,0,不错
7300,运动型的休闲装很好看,运动型的休闲装,很,0,好看
7301,套装面料好,面料,0,0,好
7302,舒适的布料,布料,0,0,舒适
7303,这么点钱能买到这么好的衣服真心值了,衣服,0,0,好
7304,而且质量也不错哈,质量,0,0,不错
7305,而且店家建议的尺码也很合身,尺码,很,0,合身
7306,颜色也很好穿,颜色,很,0,好
7307,拍的码数上身刚刚好,上身,0,0,好
7308,试穿后尺码也很合适,尺码,很,0,合适
7309,穿了面料很舒服,面料,很,0,舒服
7310,我家宝贝特别喜欢,宝贝,特别,0,喜欢
7311,质量真的太好了,质量,太,0,好
7312,款式很休闲大方,款式,很,0,大方
7313,价格比店里的实惠很多,价格,很,0,实惠
7314,面料也很柔和,面料,很,0,柔和
7315,是正品面料很舒服,面料,很,0,舒服
7316,衣服穿起来很舒适,衣服,很,0,舒适
7317,质量看上去不错,质量,0,0,不错
7318,衣服还比较满意,衣服,0,0,满意
7319,很舒服的一件衣服,衣服,很,0,舒服
7320,卫衣套装质量很不错,质量,很,0,不错
7321,运动服码数标准,码数,0,0,标准
7322,料子透气舒适,料子,0,0,舒适
7323,这颜色显瘦,颜色,0,0,显瘦
7324,服务各方面都可以,服务,0,0,可以
7325,款式和图片一样没有色差,款式和图片,0,没有,色差
7326,质量比想象的要好,质量,0,0,好
7327,裤子的版型挺不错很显瘦,版型,挺,0,不错
7328,物流好给力,物流,0,0,给力
7329,喜欢颜色没色差,颜色,0,没,色差
7330,料子蛮不错的,料子,蛮,0,不错
7331,款式我也挺喜欢的,款式,挺,0,喜欢
7332,质感太好了,质感,太,0,好
7333,联系客户服务很好,服务,很,0,好
7334,换的宝贝看上去不错,宝贝,0,0,不错
7335,物流挺给力的,物流,挺,0,给力
7336,这面料摸起来真的是舒服,面料,0,0,舒服
7337,就喜欢这样的衣服,衣服,0,0,喜欢
7338,而且尺码也合适,尺码,0,0,合适
7339,布料很好就是裤子线没缝好有一个洞洞,布料,很,0,好
7340,还是喜欢这家的款式,款式,0,0,喜欢
7341,咨询客服的尺码合适我,尺码,0,0,合适
7342,比较喜欢休闲的衣服,衣服,比较,0,喜欢
7343,价格最优惠了,价格,最,0,优惠
7344,黑色的穿上挺显瘦的,黑色,挺,0,显瘦
7345,质量还挺不错的?,质量,挺,0,不错
7346,价钱还不便宜,价钱,还,不,便宜
7347,  店主推荐的尺寸也很合适,尺寸,很,0,合适
7348,衣服裤子裙子都非常合身,衣服,非常,0,合身
7349,并且店家态度非常好,态度,非常,0,好
7350,商家态度也很好,态度,很,0,好
7351,质量做工非常精致,做工,非常,0,精致
7352,卖家服务非常好,服务,非常,0,好
7353,衣服版型很漂亮,衣服版型,很,0,漂亮
7354,试了试大小挺合适的,大小,挺,0,合适
7355,衣服的质量没的说,衣服的质量,0,0,没的说
7356,衣服还是不错,衣服,0,0,不错
7357,这款西服手感还可以,手感,0,0,可以
7358,黑色没有蓝色好看,蓝色,0,0,好看
7359,第一次买到这么合身的衣服,衣服,0,0,合身
7360,质量做工都没得说,质量做工,0,0,没得说
7361,面料真心不错呦,面料,0,0,不错
7362,衣服还好挑的M码,衣服,0,0,好
7363,西服不值这个价格,价格,0,不,值
7364,本来想换货的 态度极差 还把人拉黑 ,态度,极,0,差
7365,面料也非常好,面料,非常,0,好
7366,裙子没有色差,裙子,0,没有,色差
7367,尺寸长度都很合适,尺寸长度,很,0,合适
7368,上衣的料子特别舒服,上衣的料子,特别,0,舒服
7369,百图的质量没得说,质量,0,0,没得说
7370,质量很不错的套装,质量,很,0,不错
7371,这套M号很合适,号,很,0,合适
7372,这一套衣服很漂亮,衣服,很,0,漂亮
7373,厚实质量非常好,质量,非常,0,好
7374,好多衣服都是百图的,衣服,0,0,好
7375,整体样式很不错,整体,很,0,不错
7376,这身衣服挺漂亮的,衣服,挺,0,漂亮
7377,不过整体都很满意,整体,很,0,满意
7378,样式喜欢,样式,0,0,喜欢
7379,betu的质量就是好,质量,0,0,好
7380,价格质量没得说,质量,0,0,没得说
7381,总体搭起来还可以,总体,0,0,可以
7382,上身很不错的呢,上身,很,0,不错
7383,很喜欢这衣服,衣服,很,0,喜欢
7384,毛衣质量不错,质量,0,0,不错
7385,面料很好 ,面料,很,0,好
7386,穿在身上尺码很合适,尺码,很,0,合适
7387,商家的态度也很好,态度,很,0,好
7388,服务特别好,服务,特别,0,好
7389,衣服很漂亮啊跟起来很有气质,衣服,很,0,漂亮
7390,服务超好,服务,超,0,好
7391,质量服务态度满意,质量,0,0,满意
7392,大小合适穿着有气质  满意哦,大小,0,0,合适
7393,质量一般……,质量,0,0,一般
7394,质量比想象中的要好点,质量,0,0,好
7395,店家服务也很周到,服务,很,0,周到
7396,面料穿着挺舒服,面料,挺,0,舒服
7397,物流也挺给力,物流,挺,0,给力
7398,最主要款式新颖,款式,0,0,新颖
7399,质量做工都还可以,质量做工,还,0,可以
7400,面料也挺好的,面料,挺,0,好
7401,衣服很漂亮   穿上很有气质,衣服,很,0,漂亮
7402,还漂亮质量特别好,质量,特别,0,好
7403,衣服今天收到太喜欢了,衣服,太,0,喜欢
7404,能买到这么好的衣服简直是赚到了,衣服,0,0,好
7405,尺码也特别合适,尺码,特别,0,合适
7406,衣服合身保暖,衣服,0,0,合身
7407,摸起来手感也可以,手感,0,0,可以
7408,质量的确不错,质量,0,0,不错
7409,宝贝面料舒适,面料,0,0,舒适
7410,价格很实惠的哦,价格,很,0,实惠
7411,卫衣质量不错,质量,0,0,不错
7412,物流也超给力,物流,超,0,给力
7413,客服推荐的号码正合适,号码,0,0,合适
7414,卖家态度良好,态度,0,0,好
7415,料子穿在身上很舒服,料子,很,0,舒服
7416,料子摸着也很好阿,料子,很,0,好
7417,材质挺不错的,材质,挺,0,不错
7418,说衣服很合适很暖和,衣服,很,0,合适
7419,一直喜欢穿这种款式的,款式,0,0,喜欢
7420,面料非常不错我很满意,面料,非常,0,不错
7421, 穿上身很舒服和店家描述的一样,上身,很,0,舒服
7422,质量还可以 穿着很暖,质量,0,0,可以
7423,这是4件衣服里最满意的一件,衣服,最,0,满意
7424,衣服都挺漂亮的,衣服,挺,0,漂亮
7425,回来就试穿了一下大小刚好,大小,0,0,好
7426,质量不错、就是最小都大了,质量,最,0,不错
7427,虽然物流不给力,物流,0,不,给力
7428,衣服还行我在实体店看一样的衣服,衣服,还,0,行
7429,怎么质量这么好,质量,0,0,好
7430,宝贝与描述的一样好,宝贝,0,0,好
7431,还说质量好,质量,0,0,好
7432,衣服穿一次里面的毛掉色,衣服,0,0,掉色
7433,很喜欢的样式,样式,很,0,喜欢
7434,面料都喜欢,面料,0,0,喜欢
7435,个人比较喜欢的啦,个人,比较,0,喜欢
7436,特别是毛衣质量好,质量,0,0,好
7437,这个价格不便宜,价格,0,不,便宜
7438,但质量一般,质量,0,0,一般
7439,不值那个价钱,价钱,0,0,不值
7440,性价比挺高喜欢喜欢,性价比,挺,0,高
7441,款式特别喜欢,款式,0,0,喜欢
7442,品牌质量特别好,质量,特别,0,好
7443,衣服和图片上一样好,衣服,0,0,好
7444,165  120斤 尺码L 合适,尺码,0,0,合适
7445,大小特别合适,大小,特别,0,合适
7446,裙子质量真心的不错,质量,0,0,不错
7447,送货很快 方便快捷 性价比高,性价比,很,0,高
7448,这件衣服真的喜欢很久了,衣服,很,0,喜欢
7449,这套衣服出乎预料的好,衣服,0,0,好
7450,喜欢这套衣服,衣服,0,0,喜欢
7451,面料舒服有质感,面料,0,0,舒服
7452,这个价格挺划算的,价格,挺,0,划算
7453,看着不错的样子,样子,0,0,不错
7454,这套衣服真的不错,衣服,0,0,不错
7455,裙子的质量不怎么样,质量,0,0,不怎么样
7456,棉麻的衣服穿上舒适轻松,衣服,0,0,舒适
7457,是我喜欢的颜色和样子,颜色,0,0,喜欢
7458,服装设计得不错,设计,0,0,不错
7459,布料起毛还有一股刺鼻的味道,味道,0,0,刺鼻
7460,衣服在试穿的时候已经剪开了吊牌也不好退,衣服,0,不,好
7461,客服热情服务周到,服务,0,0,周到
7462,面料高档舒适,面料,0,0,舒适
7463,材料很好,材料,很,0,好
7464,这家衣服超好,衣服,超,0,好
7465,质感很不错的,质感,很,0,不错
7466,喜欢梵家的衣服格调,衣服,0,0,喜欢
7467,衣服总得来说还是比较满意的就是裤型稍微肥了点,衣服,0,0,满意
7468,衣服还是蛮漂亮的,衣服,蛮,0,漂亮
7469,头一次网购的衣服这么满意,衣服,0,0,满意
7470,东西也还行,东西,还,0,行
7471,衣服很是漂亮,衣服,很,0,漂亮
7472,质量确实好,质量,0,0,好
7473,喜欢这个牌子的衣服,衣服,0,0,喜欢
7474,上衣面料也不错,面料,0,0,不错
7475,不过品质感不好说,质感,0,不,好
7476,一直喜欢她家的衣服呢,衣服,0,0,喜欢
7477,质量有些不太好,质量,太,不,好
7478,一点色差都没有,颜色,0,没有,色差
7479,这套衣服超喜欢,衣服,超,0,喜欢
7480,样子很不错,样子,很,0,不错
7481,双十一价格也很便宜,价格,很,0,便宜
7482,这件衣服看了好久了,衣服,0,0,好
7483,面料是非常不错,面料,非常,0,不错
7484,配的腰带质量也是可以的,质量,0,0,可以
7485,价格合理划算,价格,0,0,划算
7486,整体造型可以,整体,0,0,可以
7487,下面的纱质量不错滴,质量,0,0,不错
7488,大小码也还合适,大小,0,0,合适
7489,穿着很舒服大小合适,大小,很,0,合适
7490,喜欢这颜色,颜色,0,0,喜欢
7491,难得买到这么合适的衣服,衣服,0,0,合适
7492,布料款式都非常满意,款式,非常,0,满意
7493,实物和图片没有色差,实物和图片,0,没有,色差
7494,客服推荐的码数穿着很合适,码数,很,0,合适
7495,这款衣服穿着很显气质还不错,衣服,很,0,不错
7496,没有色差跟图片一样,颜色,0,没有,色差
7497,这件裙子整体设计还行,整体设计,还,0,行
7498,裙子穿着样子好看,样子,0,0,好看
7499,质量好凉快,质量,0,0,好
7500,买到自己喜欢的东西,东西,0,0,喜欢
7501,穿着面料也舒适,面料,0,0,舒适
7502,整体偏满意,整体,0,0,满意
7503,做工蛮精致的,做工,蛮,0,精致
7504,穿着舒适质量非常好,质量,非常,0,好
7505,而且颜色很显瘦,颜色,很,0,显瘦
7506,买的码数刚好合适,码数,刚,0,合适
7507,大小码刚刚好,大小,刚,0,好
7508,包装严实没有损坏,包装,0,0,严实
7509,客服推荐的尺码非常合身,尺码,非常,0,合身
7510,质量非常好的,质量,非常,0,好
7511,质量很赞,质量,很,0,赞
7512,很修身很好看,修身,很,0,好看
7513,尺码合身不显胖,尺码,0,不,合身
7514,试穿大小合适,大小,0,0,合适
7515,材质也非常的好,材质,非常,0,好
7516,质量不错摸起来很舒服,质量,很,0,不错
7517,宽松性的外套很好看而且穿在身上很合适很舒服,身上,很,0,宽松
7518,打开衣服也没什么异味儿,衣服,0,没,异味
7519,穿着很舒服大小刚好,大小,0,0,刚好
7520,物流也很给力z.,物流,很,0,给力
7521,尺码很合适穿上很舒服,尺码,很,0,合适
7522,衣服套装穿着很漂亮,衣服,很,0,漂亮
7523,质量啥的没话说,质量,0,0,没话说
7524,挺不错的质量,质量,挺,0,不错
7525,材料挺好,材料,挺,0,好
7526,没有任何色差,颜色,0,没有,色差
7527,但是最重要的是对衣服裙子特别的满意,衣服,最,0,满意
7528,质量也特别的好,质量,特别,0,好
7529,之前买过秋水伊人的衣服质量一般,衣服质量,0,0,一般
7530,还是喜欢粉色的 只是粉色衣服比较多才买了米色的,衣服,0,0,喜欢
7531,衣服看起来还不错,衣服,还,0,不错
7532,调换完的尺码也非常合适,尺码,非常,0,合适
7533,面料和款式都满意,面料和款式,0,0,满意
7534,衣服一如继往的好,衣服,0,0,好
7535,喜欢他家的衣服,衣服,0,0,喜欢
7536,特别喜欢的款式,款式,特别,0,喜欢
7537,挺美的 物美价廉 质量也不错,质量,挺,0,不错
7538,非常喜欢这款的衣服,衣服,非常,0,喜欢
7539,整体还行吧,整体,还,0,行
7540,真喜欢这套衣服,衣服,0,0,喜欢
7541,非常不错很合身面料,面料,非常,0,不错
7542,这套衣服便宜,衣服,0,0,便宜
7543,两件套质量不错,质量,0,0,不错
7544,款式非常满意,款式,非常,0,满意
7545,特别合适的一套衣服和图片上的没区别,衣服和图片,特别,0,合适
7546,大小都刚刚好,大小,刚刚,0,好
7547,物流态度也很好,态度,很,0,好
7548,面料舒适厚实,面料,0,0,舒适
7549,这套衣服还不错,衣服,还,0,不错
7550,衣服特别不错,衣服,特别,0,不错
7551,衣服喜欢爬上坡…外面一层不服帖,衣服,0,0,喜欢
7552,衣服还是看起来不错,衣服,0,0,不错
7553,质量看上去也好,质量,0,0,好
7554,它本身就是宽松版型了,版型,0,0,宽松
7555,不过衣服真的非常可以,衣服,非常,0,可以
7556,颜色挺显白,颜色,挺,0,显白
7557,料子也挺舒服,料子,挺,0,舒服
7558,唯一值得说的就是质量还行,质量,还,0,行
7559,如果面料再好一点就完美了,面料,0,0,好
7560,纯棉布料的,布料,0,0,纯棉
7561,布料柔和,布料,0,0,柔和
7562,和描述一样没有色差,颜色,0,没有,色差
7563,颜色合适她,颜色,0,0,合适
7564,面料和做工都满意,面料和做工,都,0,满意
7565,颜色特别显白,颜色,特别,0,显白
7566,效果应该更好?,效果,更,0,好
7567,这款衣服是最喜欢的一款,衣服,最,0,喜欢
7568,而且这个颜色特别显白,颜色,特别,0,显白
7569,货比了好几家选了这个宝贝,宝贝,0,0,好
7570,试穿了一下大小合适,大小,0,0,合适
7571,而且价格也很实惠特别满意,价格,很,0,实惠
7572,面料很不错的,面料,很,0,不错
7573, 我必须要夸夸这个质量真的特别好,质量,特别,0,好
7574,料子穿着也很舒服,料子,很,0,舒服
7575,这个价格买真的太划算了,价格,太,0,划算
7576,没有色差跟图片上是一样的,颜色,0,没有,色差
7577,价格也是超级实惠,价格,超级,0,实惠
7578,套装质量真心不错,质量,0,0,不错
7579,颜色鲜艳价格物美,颜色,0,0,鲜艳
7580,买的尺码合适,尺码,0,0,合适
7581,料子也是我喜欢的,料子,0,0,喜欢
7582,穿起来效果特别好,效果,特别,0,好
7583,衣服款式和质量都没得说,衣服款式和质量,0,0,没得说
7584,做工挺精致的,做工,挺,0,精致
7585,喜欢这家店的衣服,衣服,0,0,喜欢
7586,但是上身很舒服,上身,很,0,舒服
7587,很喜欢这料子,料子,很,0,喜欢
7588,手感也还不错,手感,0,0,不错
7589,面料挺舒适,面料,挺,0,舒适
7590,这款衣服拍的比较满意,衣服,比较,0,满意
7591,质量也很不错的,质量,很,0,不错
7592,总体穿着还可以,总体,0,0,可以
7593,做活动的价格还是相当划算的,价格,相当,0,划算
