,评论
38315,一点都不满意，衣服跟图完全不一样，后面是个直筒，穿着一点都不好，差评
38316,质量一般般，看起来很吃力，硬邦邦的，一分钱一分货，款式也没有图片好看
38317,衣服的面料很好，版型特别正，颜色也是我想要的，外套不管是款式还是上身，怎么看都是大气，搭配毛衣衬衫T恤都可以。
38318,宝贝很不错 裤子也很有垂感 很厚实 版型也很ok的 穿着很有感觉！
38319,衣服真的非常满意 设计裁剪都非常合适穿着很舒适 料子很好摸起来柔软不起球也不沾灰非常好打理 很上档次穿的也很有气质 高档 布料材质透气修身简约 质量非常好?
38320,衣服很好看，穿着很修身，有职场女性的感觉，布料也很柔软，穿着舒服，跟图片一样没有色差，很合意
38321,在网上买衣服的次数不少，退货率占了60%，但是这件外套收到后给我的惊喜真的是前所未有了，收到货后一直穿着，很多人都说好看，穿上去非常显气质，而且面料也舒服，尺寸很合适，恰到好处，100多块的衣服真的非常值，我推荐真心值得购买。
38322,质量真心不错，刚开始还犹豫着想着反正可以退换，买回来试试吧，没让人失望，质量真的特别好，而且这个价格超值，性价比特别高，小西装好搭配，尺码不算偏小算标准，我按自己的平时穿买的刚刚好，总之满意，值得信赖。
38323,西装收到了，作工精致，上身效果好，大小合适，很好看，面料也很舒服，穿上很有范，值得购买！
38324,"衣服物超所值，第一次购买衣服号码不太合适，商家及时退货换货，服务态度好，物流速度非常快。
衣服职业化，搭配好看，喜欢的蓝色西装。衬衣比较舒服，搭配的白色衬衣，职业套装放心穿着。三件衣服才两百多，非常值哦
第一次在网上买衣服，第一次退换货，商家值得信赖。"
38325,面料不错，很好，质感舒服。没线条，摸着手感有份量。垂感也可以，特意洗了下不会缩水起球。正是我想要的，满意。
38326,套装收到了。版型很好，面料也很舒服，穿上以后非常有气质，职业气场一下就出来了。
38327,衣服面料舒服，版型非常好，大小合适，上身效果很好，下次还会回购
38328,小西装端尺码很准，布料很软，穿着舒服也保暖，最主要特别有气质，很朝流时尚
38329,面料很棒的一套工作服，穿起来很知性的感觉哈哈，裤子版型也很棒，显腿瘦，显高，很喜欢
38330,我打开包装的一瞬间，感觉颜色非常美丽，没有色差，我在化妆间伸胳膊一事，那才叫心里他是非常非常非常的合适，太超值了，料子款式都特别好，完全不比商场的五六百差
38331,为新入职准备的一套职业装，穿上身真的很舒服，款式休闲时尚，满满的职业范，穿着修身又有气质同事都说好看，推荐购买
38332,平常职业需求，需要穿西装，买过很多套了，最喜欢就是这套了，面料好穿着舒服，套装版型很正，款式好看
38333,衣服面料垂感一如既往地好 下水洗也没有掉色 上身很有型 非常喜欢 而且这个不容易褶皱 不需要过多的打理
38334,今年的新款，很洋气，面料手感好，客服推荐的尺码也合适，妈妈穿上很好看，显年轻
38335,衣服面料摸着手感很好，上身效果很好好看，大小也合适满意！！！
38336,衣服码数标准，很合身，质地很好，穿的舒服，很适合上班穿
38337,衣服很好，很满意，质量也很好，大小很合适，建议想买的朋友赶快下单。?
38338,第一次穿职业装，效果很不错，非常喜欢呀
38339,衣服很时尚，而且又很有气质，修身，做工也精细，穿起来合身
38340,套装非常美丽，美美哒，气质尽显，气场十足！美丽端庄与优雅的结合体，值得推荐
38341,上身之后才来评价的，版型设计很漂亮，面料很舒服，做工很精细，无线头，还会关注的
38342,果然没有让我失望呢，对西装非常的满意，布料光滑。条纹清晰，，做工比较精致，上身效果修身
38343,非常满意的一次购物，根据店家介绍的尺码，衣服非常合身，质量叶很好，赞。
38344,西装收到了，很满意，料子不错，设计的很到位，细节方面也很好，没有多余线头，值得拥有
38345,喜欢，同事看买了穿上好看，我也买了特别喜欢。显瘦
38346,宝贝早就收到了还没来得及好评，穿上正好裤子长短都不用动，像给我量身定做 了，料子也很好，拿在手里沉甸甸的 ，秀身材，喜欢的美女快来选购吧，相信我不是托、、
38347,衣服收到了，质量挺好的，穿着很舒服，挺合适的，挺高大上，时尚感不错，很喜欢
38348,小西装很漂亮，修身款，很显身材，做工用心，穿上气质挺好！
38349,套装收到了，质量非常好，面料柔软。穿着很舒服，很显体型，做工精细，尺码很准物流也很快
38350,虽然是夏天，但在空调室里还是选择了春秋款的。宝贝已收到，质量很好，衣服柔软、舒适，又有型，不是那种硬邦邦的面料，穿着舒服。客服推荐的尺码正合适
38351,收到宝贝，尺码和客服说介绍的一样，试穿了一下很合身，总之，就是喜欢
38352,质量不错，做工精细，面料柔软舒服，上身效果很好，很修身显瘦又洋气，喜欢
38353,这款套装质量真心不错，已经参加活动穿了几次了，衣服非常合身，我很喜欢，而且洗了也没有出现掉色的情况，还打算再入手一套。
38354,西装质量很好，很好看，上身很显年轻气质，其他的不说真的太显气质了，以后买衣服都优先考虑，商家服务态度也很好
38355,做工非常精细，面料也很厚实，柔软但是又不会软塌，很扎实，非常棒
38356,西装也太好看了吧。上身显瘦，做工精致，太太喜欢了。真是太好看了！
38357,时尚简单大方的一款衣服，穿上去特别的美，很显气质，显得整个人非常的干练，大爱
38358,职业装版型超好看，穿上得体又显身材，质量做工都很好，面料垂感好不折皱好打理，总体非常满意
38359,款式简单大方的，穿着非常的有档次，版型也很好，料子很舒服，款式也新潮
38360,西装收到了，尺码合适做工精致面料好，版型穿上显身材，还显气质看着高端大气，很喜欢！
38361,西装真的很不错，而且很合身，布料也舒适不起球，很开心的，一次购物，感谢商家，祝商家生意兴隆
38362,收到货，穿着码数标准刚好，质量好，面料穿着透气性好，高端大气，朋友们都说穿着很漂亮，抄鸡心水，肥常喜欢，棒棒哒！
38363,衣服收到了，真心不错，穿起来很修身，很气质，面料也非常透气，舒服
38364,面料做工都不错，尺码也很准确，穿起来很合身，款式新颖洋气。
38365,衣服质量非常好，不起球不掉色不粘毛，布料柔软又透气～有版型，价格实惠，尺码标准
38366,收货了物流很快，西装不错，料子柔软布料很好，穿着合身特别时尚，穿起来很有气质，适合职场女性，特别喜欢，值得购买
38367,款式漂亮，质量很好，上身效果不错，穿着特别洋气也显气质，物流也蛮给的，非常喜欢
38368,面料是免烫的，很舒服。款式很修身，赞客服服务很到位，快递也很及时！棒
38369,超乎我的想象，比我想象中好很多！质量做工精细，车线工整，没有多余线头。尤其拿到手中的垂坠度真心的开心满意！份量好重
38370,衣服很快收到了，质量很好做工很精细。穿上大小合适很舒服。样式很喜欢。非常满意！给赞
38371,卖家服务不错，衣服面料摸起来很舒服，做工精致，穿起来有显瘦效果，喜欢
38372,衣服料子很舒服，穿起来版型很好，我老婆很喜欢，很适合她看着待别有女人味不错的！
38373,很好，非常满意，穿上非常合身，很惊喜，没有想到这个价钱买到这么合身好看的衣服，非常满意，由于偏瘦不好穿衣服，但是这一套超级意外，很合适
38374,衣服包装的也很好，版型质量也很赞，做工细节都处理的很好，穿着舒服，很显身材，是我喜欢的款式去，性价比很高，棒棒哒。
38375,职业装非常漂亮，收到马上穿了，显瘦显气质，穿了职业装也非常漂亮，棒棒哒！
38376,套装收到了。给女儿买的。面试穿的。今天和我说面试通过了。非常高兴。感谢卖家。西服合身显瘦，质量很好。只是她不在我身边没办法晒美照。
38377,衣服面料很好！看着款式不错！???现在没办法试呢！试过之后再来评价！
38378,穿上正好合适，好像量身定做的一样，非常满意，衣服做工好，没有多余的线头，好评
38379,套装做工很精致，穿着舒服显身材，质量不错，性价比高，穿上很有气质
38380,衣服尺码标准，上身效果不错，款式简单大方显气质干练，很满意，好评！
38381,买的黑色西装颜色很正，版型很好，面料比较厚实不容易皱，很满意。
38382,买了几次了，因为版型质量都不错，又介绍同事都买的这款，快递，服务都很到位
38383,西装套装上身效果很好看，很有气质很显瘦，面料和做工都很好。
38384,163/51穿M的西装和裤子，衬衫是L的，刚刚合身！很显瘦！
38385,上身效果很好，穿着也很舒服，时尚大气有精致，特别满意，过两天再订两套换着穿。
38386,穿着尺码合适，无色差，质量很好，不褪色，很喜欢好评
38387,不错，衣服收到特别满意，尺码特别合适，像量身定制的一样，穿上效果特别好。
38388,衣服收到了，面料很舒服，穿起来很显气质，很干练的感觉，爱了爱了！！
38389,西装质量很好，穿着挺高大上的，很显气质，价格便宜，还是网上买划算多了
38390,衣服很合身，尺码标准，上身效果很好，面料和做工都很好
38391,衣服面料很好，摸着很柔软舒适，上身效果很好，比实体店便童，值得购买
38392,衣服穿上特别显气质，质量非常好，尺码标准穿上合适，很满意。
38393,我的天 太惊喜了叭！！！！！！！包装也很好 发货也很快 版型没毛病 我的舍友准备入手同款！
38394,质量不错，穿着很显瘦，很有气质，好看美美哒！下次还会继续光顾的！
38395,衣服面料舒服，型不错，大小也正合适，穿上很显瘦，满意
38396,衣服质量很好，版型也不错，颜色没什么色差，大小很适合，满意
38397,收到第一时间试穿，刚刚合适，面料很舒服，质感也很好
38398,衣服面料穿着很舒服，样式也不错，很漂亮，喜欢，不错的一次购物，满意！
38399,质量很好，已经穿过了，版型特别正。穿上去看着人瘦，很精神
38400,衣服版型非常好，设计比较巧妙。同事看了都觉得好看。客服也很耐心。非常满意的一次购物。要买的姐妹，赶快下单吧！
38401,上身效果很好，有气质，质量不错，穿着也舒服，闺蛮说也要买！
38402,由于上衣买小了，店家不辞辛苦的给我换货，服务态度非常好，上衣回来了，整体很合身，没有色差质量也很好，又很便宜。
38403,这套衣服收到了，马上试穿了，真的很合身，码数很标准，质量好
38404,衣服布料真心不错。买了一套。穿上很有气质。值得推荐一下
38405,衣服收到了，做工精致。面料舒服，做工装用。很好！还会关注的！
38406,真的好看！！为了参加活动特地买的。尺码很准，刚好修身！！
38407,收到衣服后迫不及待的拆开试穿啦哈哈，料子真的很舒服很赞，很百搭呀，下次会回购的呀～
38408,价格实惠、质量非常好、不变形不起球干的也快！nice！
38409,收到几天了，洗过不掉色，布料摸起来很舒服，尺码刚刚好
38410,物流很快，衣服包装高大上，西装面料很棒，上身款式帅气十足，很喜欢这套衣服。
38411,质量不错，穿起来板正立正，还有垫肩！物美价廉。值得推荐的一家，服务也很好！不错点个赞！
38412,版型非常漂亮，上身效果非常好，质量不错，穿着很合身。
38413,衣服收到，质量很好，布料摸起来很舒服，穿起来很时尚合身，物美价廉，好评
38414,衣服面料很好，穿上正装后整个人很精神，挺拔，客服信息都是秒回的。
38415,已经收到了，真是太漂亮了，尺码标准，质量也非常好，卖家服务也很好，物流很快！大爱！
38416,东西收到了，很棒！很喜欢，很愉快的一次购物体验！！以后还会光顾
38417,发货速度快，颜色很正，面料很舒服，穿在上身效果很好
38418,衣服质量很好，很漂亮，一定会推荐给同事多多关注。
38419,特别好，穿起来很干练，质量也好啊，手感不错，版型不错
38420,衣服收到了，款式很好看，上身效果不错显瘦，质量也很好，价格也很实惠
38421,上身效果非常好，和图片上一样，很漂亮！售后服务也不错，换货很及时
38422,西服收到了质量做工都很好?，大小也很合适！穿着很合适很精神！非常喜欢满意！
38423,质量挺好的，没有什么瑕丝，穿在身上很大气，价格也很实惠，非常喜欢
38424,料子质量很好 穿起来超级舒服 也很洋气 版型也很好看
38425,衣服质量很好，做工精细，主要是版型好，穿上显瘦很精神
38426,做工面料很好，版型修身漂亮，尺码标准合身，满意！。
38427,收到就迫不及待试了，很合身，气质瞬间提升，好喜欢哦，收藏了，物超所值!！！
38428,收到了。面料很舒服，质量非常好。大小正合适。超级喜欢物流也很快
38429,小西装质量非常好！我穿上特别合身，好看！特别满意！绝对好评！还不贵！
38430,做工装了，很职业化，穿出去都说好，已多次购买！会推荐朋友购买！
38431,上身效果还不错，质量也不错，穿起来很潮，店家服务也是非常好
38432,面料舒服，修身，很时尚，穿过几次之后才来评价的！！
38433,这款非常不错，大小合适，挺显年轻气质的，非常好，准备再购一款
38434,宝贝收到了，质量很好、面料穿着舒服，最重要上身效果超赞，非常满意
38435,衣服版型和材质都很好，看着非常舒服，造型也不错非常喜欢。
38436,大小正合适，穿上倍有型，材质用料讲究，很喜欢。
38437,宝贝收到了质量特别好。拿回来就试了真的很好看。面料很舒服穿起来很有型。
38438,小西装外套质量非常好、上身效果超级漂亮，百搭时尚修身显庭。
38439,衣服很合身，料子也很好，做工细心质量也很不错，客服很耐心
38440,穿过才来评价的哦，衣服面料很好很舒服，穿着很好看，客服服务也好，好评啦！
38441,衣服面料很好，柔软细腻，上身效果不错，值得购买！
38442,还可以哦，大小合适的，做活动很划算的，以后还会继续关注的
38443,衣服质量很好，做工精致，很喜欢，穿着时尚有档次，可以购买
38444,职业装穿着很显气质，大小正好合适。质量很好，挺不错的。
38445,不得款式真心挺好看的，新颖别致，独特，非常显个性。
38446,套装质量很好，穿起来气质很棒，码数都是很合身的，不错
38447,衣服上身效果不错哦，而且剪裁考虑的都比较周到，很收腰身
38448,特别好，质量也很好，穿起来特别的好看，也很修身，如果是上班的人买这个衣服就值得了
38449,很漂亮的衣服，穿起来很合身，质量很不错，挺值得，喜欢
38450,衣服收到了，国庆期间发货速度这么快，值得表扬哦！衣服质量很好，显瘦显高，手感非常舒服。
38451,衣服真心挺显气质的，显得上档次，很适合我这种白领哦。
38452,东西今天收到，很满意，谢谢老板质量也不错，穿着很舒服，款式也很好
38453,衣服非常有型，穿上合体修身，衣服很有垂感面料柔软。
38454,还是很不错，喜欢的朋友可以值得信奈，下次还会来关顾生意，质量不错，很暖和，希望不起球
38455,衣服挺好，很合适，穿上很舒服，质量很好，很喜欢
38456,质量特别好，特别合身，要买可以找客服问型号，太好看啦
38457,衣服很合身 和同事一起买的 做工也很好
38458,料子很不错，穿起来很显身材，做工也细致。
38459,喜欢，质量很不错，提着都很重，大小合适，发货快，超赞
38460,衣服质量很好，买给朋友的，希望她一定喜欢?
38461,衣服穿在身上还是挺谢效果的，显瘦哦，而且很有气质。
38462,衣服与图片一致，卖家给的尺码建议也合适，同事们都说物超所值！下次还会继续光顾！
38463,衣服面料不错，款式版型也非常好，很满意的一次购物
38464,很喜欢这风格的衣服，休闲干练还有型，版很正爱极了
38465,质量很好，很好看，穿着非常的洋气大气，非常满意的一次购物。
38466,上身效果很好，这个价位质量可以，以后还会光顾的
38467,非常满意，公司培训要求穿正装，临时买的，穿起很合身
38468,款式简单大方，是我喜欢的样子，看着就很有档次，质量棒棒的不错
38469,质量不错，穿着也很舒服，看着就很有档次，对得起这个价格
38470,值得购买质感超好，穿着舒服，款式好看，显瘦
38471,面料不错，上身效果好，发货非常快，个人挺喜欢的。
38472,上身效果很棒，质量也不错，好看上档次
38473,套装收到了，物流很快，质量很好，款式新颖，穿着舒服，愉快的购物
38474,不错，这家的衣服都很适合我，喜欢，款式简单大方 上班日常都可以穿
38475,衣服的款式非常好看，是我喜欢的，质量也不错，面料舒服满意
38476,同事很喜欢，穿在身上合适，漂亮极，美美滴
38477,衣服很喜欢，合身，上身服帖，很棒，下次还来这家买
38478,宝贝已收质量很好款式也漂亮，而且穿起来显瘦又减龄哦，很满意的一次购物。
38479,款式简单大方，穿着非常合身舒适，质量也很不错，非常喜欢。
38480,衣服很好，有质感，有型，非常好看
38481,意外的惊喜衣服很好，衣料也好。非常满意
38482,宝贝质量很好，颜色很正，包装很好，很喜欢老板家的宝贝，喜欢的姐妹们可以入手晚
38483,衣服上身效果很好，很显气质，这是多次购买了
38484,宝贝很棒，性价比很高，像是两三百的衣服，赞口。客服也很棒
38485,西装面料舒服质量好，码数标准上身效果非常棒，很喜欢⑤满意好评。
38486,这款职业装挺不错的，穿起来，很舒服，也很显身材，满意
38487,衣服漂亮没色差，质量很好，这个价位能买到这么好的衣服不错。
38488,面料非常好，客服服务也非常好，真心推荐一款性价比高的衣服
38489,套装的款式是我喜欢的，穿上棒棒的，很显年轻哦，值得购买。
38490,质感超级好，主要穿着好看，客服服务态度很好
38491,质量不错哦，做工精细，码数也刚好合适。很满意
38492,衣服质量很好，很合身，穿着很舒服，给大家推荐。
38493,穿了好才来评价的，很有气质，真的很好雾质量杠杠滴，还会回购的
38494,尺码很合适 客服态度好 很有耐心物流很快 整体来说满意
38495,价格很优惠，服务也很好，款式和面料都不错，谢谢卖家的小礼物，绝对支持卖家。
38496,到货以后就迫不及待试穿了一下，真的超级满意，布料也很舒服
38497,衣服是修身版，款式很漂亮，质量也是杠杠的！
38498,还可以……质量蛮好的，很修身
38499,款式时尚有气质，面料做工都很好，这次购物很满意。
38500,质量很好，最主要客服态度非常好，下次需要换工装，还首选。
38501,非常好，好看，漂亮，客服服务态度也特别好，非常好
38502,衣服面料很好穿上去很舒服很喜欢关键还不贵特别好看
38503,物流很快，衣服质量很好，是正品，商家服务态度很好，物超所值！值得购买！一定好评
38504,尺码正好样式好看很喜欢很干练的感觉质量不错很满意
38505,质量不错，洗过不掉色。尺码准，穿上很合适！
38506,衣服很合身，质量很好！会再来！
38507,穿着很舒服，很满意，五星好评?
38508,衣服挺好看的，搭配起来感觉很精神，同事都说好看。
38509,宝贝已经收到了，穿上身上特别的合适，物流速度也很快，卖家服务态度也非常好。
38510,很好看，颜色质量和描述的一样哦，很喜欢，我是大爱这家店！！！
38511,衣服质量和款式都很不错，价格合适，值得购买。试穿过，合体。
38512,小西装不错，很有质感，显瘦，是我想要的，喜欢
38513,东西很好，穿着合身，价格也适中
38514,很漂亮，出乎意料的好看，价格也合适，物流速度也很快。
38515,简直太帅了，爱了爱了。太喜欢了。小宝贝们路过不要错过，太棒了。
38516,衣服料子柔软舒服 客服很给力 物流也给力 非常满意
38517,面料很好，做工精细，穿着很舒服。
38518,面料很舒服，确实是一分钱一分货。价格在这，质量不错。
38519,衣服的样式挺好看的，穿起来也很有气质，很小女人
38520,衣服做工很好，穿着很舒服又合身，满意T
38521,很满意的一次购物，服务不错，质量棒棒的
38522,店家货物做工很精美，服务也很不错，给好评一个，下次还来购买。。。
38523,挺合适的，推荐的尺码刚好，很好看
38524,衣服很好哦，穿起来特别舒服，质量超赞。
38525,大家都说特别合适，很有feel，想买的可以入手了。良心推荐
38526,衣服很不错，版型很正，面料也非常舒适！
38527,面料很好，版型很好，超级喜欢
38528,不好意思，评价晚了，非常好的店家，东西很喜欢，物流速度也很快。
38529,货已收到，马上试穿，效果很满意，不了不错
38530,衣衣质量很好，版型漂亮大方，穿上上班同事直夸好看
38531,衣服质量很好，做工精细，面料柔软舒适
38532,回家又试穿了一遍，给大家分享一下效果，个人感觉真的不错，物美价廉值得尝试一下！
38533,这个很好，买前一定要看码字，商家也很好的服务
38534,面料真的很好，尺码超级准！必须好评！
38535,面料很舒服，样子好看，一次愉快的购物
38536,衣服是百搭款的，穿的很好看，很休闲。
38537,好好用自己喜欢的东西都会买很多很多的产品和面膜贴补水保湿效果真的很不错的选择！好想睡觉?
38538,很不错的卖家，东西也很漂亮，卖家服务态度也很好，下次还来。
38539,整体效果特别好，面料也好
38540,宝贝收到，店家推荐的尺码刚刚好。质量很好。好评
38541,西装面料很厚实，现在的天气穿起来正好，满意。
38542,宝贝非常好，很好，买过最满意的，下次还会光临，服务态度也好推荐的尺码也可以，反正就是好，看好的赶紧下手，
38543,衣服不错，很满意，上身效果特别棒，很显身材。
38544,套装的质量非常好，穿起来的气质就很不一样，赞
38545,衣眼面料还可以，上身效果非常好。
38546,终于收到我需要的宝贝了，东西很好。物美价廉，谢谢掌柜的。
38547,小西装的款式颜色都非常漂亮，都是我喜欢的。
38548,质量很好，款式时尚，价格实惠，穿的舒服。
38549,衣服回来了试了一下大家都喜欢，买家态度非常好，还会买他们家的衣服，非常满意的一次购物！
38550,衣服收到了，很适合，很满意！赞！又给徒弟买了一套!
38551,衣服很合身，样子很好，做工也很棒
38552,很不错的衣服，跟图片没有什么不同。值得拥有
38553,非常好，大小也刚好，质量也不错，性价比蛮高
38554,卖家挺好，不合适很快给换了。衣服不错
38555,上身效果很好，修身显瘦，满意，满意
38556,质量挺好，显瘦，客服推荐的尺码也很合适，满意
38557,修身，职业，挺好看的  性价比很高
38558,客服态度很好，衣服质量也不错，好评好评
38559,衣服版型很好，买家服务态度好，很满意的一次购物。
38560,裤子非常的显腿长，而且上身显身材好。
38561,衣服质量非常好，强烈推荐！服务态度好，值得再次购买。
38562,质量不错，上身效果很好，很成功的一次网购
38563,很满意 衣服料子很柔软买好几次了满分
38564,衣服收到了，质量很好，穿着很舒服，很满意赞
38565,喜欢?口袋大，质量好，穿着也很舒服。
38566,质量很好，收到货很喜欢，上身效果也很好。
38567,第一次买很合适，刚刚好物流很快点赞！
38568,非常好的产品，谢谢卖家的推荐，祝卖家生意兴隆！
38569,衣服收到了，很满意，穿上很合适，，值得购买
38570,不错，东西物美价廉，很好，很满意，感觉非常的大气。
38571,宝贝的质量很好，穿着很舒适，同事们都说穿着好看
38572,物流非常快，上身效果很好，很合适。
38573,衣服已收到，穿起非常有气质高雅大方！
38574,上身效果不错，穿着很合适，很满意。
38575,衣服很好，好有气质，质量不错
38576,衣服，超级超级喜欢！！棒棒哒
38577,客服推荐的型号很合适很合身，会一直关注，祝生意兴隆!
38578,衣服很帅气，穿起来很有气质
38579,客服给的号码很正，非常喜欢，快递也是非常给力。
38580,挺好看 妈妈很喜欢，如果需要还会再来买的
38581,真的很好看，穿着气质相当好！
38582,整体套装好极了，质量很好，价格合理
38583,衣服非常不错！职业装很酷  质量也很好
38584,卖家发货很快，刚拍下隔天就收到货了，物流速度也很快，质量也非常的好。
38585,非常棒，质量和做工都非常好，价格实惠，值得推荐好评。
38586,质量太好了，上身效果非常棒，是我想要的效果。
38587,穿着很好，室友说显得我很瘦，好评！
38588,已经买很多次了！质量非常好
38589,宝贝收到了，卖家包装的很细心发货也挺快的好评
38590,款式好看，修身，很漂亮
38591,很职业的衣服，买的还是很满意的，
38592,衣服很满意，上身效果特别的好，我非常喜欢。
38593,穿着很舒服，款式也很喜欢，满意
38594,客服建议的尺码很合适！做工精细！
38595,衣服质量很好，很合身。客服也特好~
38596,物超所值，物流给力，是我最满意的一次购物
38597,衣服很合身，喜欢，商家服务很好。
38598,衣服不错，上下衣还可以自由搭配，非常满意。
38599,货收到，货品不错，上身效果很好
38600,女朋友很喜欢，怪我买得太好看，怕抢人家风头
38601,上身效果很好都说好看有气质！
38602,发货速度很快，东西很赞。还不错的老板，下次还要买别的。
38603,颜色很好看，版形标准，非常喜欢
38604,衣服收到了，很喜欢，大小也合适
38605,第一次买西装，比预期的要好，真心给个赞?
38606,发货很快，商品质量也相当不错，太喜欢了，感谢客服
38607,质量非常非常的不错，包装也很精美，还送了小礼品
38608,质量一如既往的好，尺码很合身
38609,挺好的。码数很准确。一次成功。
38610,很喜欢，很合身，很好看
38611,质量很好，上身效果很好！满意
38612,宝贝收到了。很喜欢，卖家很有信用，物流速度也很快。
38613,套装质量很好，价格也不贵，物流也快，请大家放心购买
38614,特别喜欢这种职业装，穿起来特有范儿。
38615,衣服非常好，版型也不错，喜欢
38616,衣服质量很满意已经是第二次购买啦
38617,物流很快、大小合身、质量好、
38618,衣服非常好 也特别喜欢 下次还来 开心
38619,发货超快，只是我不在，没能及时签收，很好的卖家。绝对支持。
38620,面料很好 很是亲肤 挺不错的
38621,嘻嘻，喜欢，好看，物流也超快
38622,发货很快，推荐尺码很合身
38623,真心很满意，版型特别的好，非常喜欢。
38624,西服很合身 天凉正好可以穿
38625,超喜欢，质量也好，客服推荐特别合身
38626,宝贝颜色很正，和图片描述的一模一样
38627,非常喜欢这种款式，穿起来特别的好。
38628,很合身，质量很好！值得购买！
38629,质量还不错，发货也很及时，东西一如既往的好，老熟客了
38630,质量非常好，款式漂亮。满意
38631,质量确实不错，很好的感觉，大气有质感。
38632,性价比高，这样的价能买到这质量非常不错。
38633,质量超好客服态度更好强烈推荐
38634,穿起来显瘦，而且很漂亮。
38635,好漂亮，做工面料都很好！
38636,卖家服务给给力啊，真心赞一个
38637,衣服质量很好额！很合身！
38638,价格很便宜 服务也很好。东西不错。很好
38639,质量很好，看起来很棒！
38640,穿起来好看，特别的好。
38641,质量不错，物美价廉，一次愉快的购物，值得推荐
38642,质量很好，我会再次光顾的。店家态度也很好。
38643,宝贝很好，服务态度更好。
38644,特别好的品质，专柜品质，价格很便宜。
38645,买的一套，质量很好，非常满意
38646,挺好的，上身效果真心不错。
38647,衣服挺好的，有垂感，很是喜欢
38648,挺好 挺不错的 物美价廉的
38649,第一次买，很合身版型，很赞
38650,宝贝收到了。很喜欢，卖家很有信用
38651,商品很美观 价格也实惠
38652,宝贝质量不错，很喜欢。谢谢掌柜
38653,质量挺好，个人很满意
38654,宝贝不错 物美价廉的
38655,还好吧，面料是那种滑滑的料子，大小合适，就是肩膀那里显得有点宽了，其他还好
38656,和客服联系换了码数，身高168，体重110. L码，刚好版型正，给想买的朋友们做个参考。上身整体不错，所以都给五分好评?
38657,公司工装，回来了同事试穿下码号合适，老板满意穿着显身材
38658,开始第一眼看不起并不好看。再重新穿一下，效果还不错。黑色百搭，精炼，好看！
38659,正好合身，建议买前一定要咨询哟。本人大学刚毕业，穿上这种款式衣服，嘿嘿，还颇有一点职场女性氛围感啦
38660,今天晚上刚收到货，就打开试了一下，挺好看的，没有色差，也没有异味，上身效果挺好的。绝对好评
38661,店家服务很好，收到的衣服质量也挺好，就是我165才90斤，拿了中码，上衣感觉有一点短，然后裤头大了点，花了几块钱去改了裤头，挺满意的。
38662,衣服质量不错，款式也比较好看，第一次评论比较匆忙。特地又重新补充一下评论，要买的可以下单咯
38663,宝贝收到了 包装严实 收到满意 质量不错 做工精细款式好看 尺码刚刚好 穿上显瘦合身
38664,质量挺不错的，穿着合身舒服，颜色和图片上一样，穿着很显瘦有气质，同事都夸好看，值得推荐购买
38665,面料揉软舒服，尺码正好，穿着上身效果好 还好搭配
38666,版型好，布料好，裤子修长，好看
38667,面料材质：面料比较挺括，适合当工作服穿，耐磨，方便洗涤
38668,收到就试穿了，尺码合身，做工细致，穿着大气，喜欢
38669,上衣很修身，裤子的腰稍微有点大，面料不错，总体满意
38670,哈哈哈哈，尺码刚刚好，穿着挺精神，推荐推荐
38671,衣服的尺码标准，面料舒适，款式简洁大方，效果挺赞的
38672,前几天天气有点凉，正好穿上小西装。穿起来挺舒服的，也挺搭的。
38673,性价比挺高的一款套装，上身效果好，面料柔软舒适，挺有质感的。
38674,挺好的 还不错 质量有保障 面料做工都不错 精细 值这个价格
38675,套装质量不错，种类齐全。手感还算舒服但质感稍差，对于要求不高场合的完全可以胜任。这个价格来说还是物超所值的。
38676,质量不错，码数准，实物跟图片上的一样，没有什么问题。
38677,款式大方，做工精细，上身显气质，值得购买哦
38678,整体来说还是挺满意的，物流很快，昨天下单今天就到了，性价比也挺高的，就稍微有点小瑕疵
38679,衣服的面料柔软舒适，上身效果不错，挺显瘦的，值得购买。
38680,上身效果还不错，穿着挺显瘦的，下水之后会再来追评的。
38681,套装效果还是不错的，透气性好，不褪色，不起球，性价比高。
38682,款式好看，炒鸡喜欢的。多次购买了，需要下次还会来的，谢谢快递小哥了，谢商家啊
38683,喜欢，第二次回购了，第一次买了套蓝色的穿上合适好看，又来了一天
38684,套装效果不错，穿着让人，满意哦，挺帅气的，值得购买。
38685,西装套装收到啦，一直想买一套较正式的西装I作服上班穿，看来看去选了这个
38686,衣服就像量身定做一样，同事都说好看，还显年轻
38687,黑色还是比较耐脏的，衣服的面料舒适透气性好，值得购买。
38688,衣服下水之后再来评价的，没有起皱，也不褪色，真心让我挺满意的。
38689,已经收到，穿着很合适，还要再帮同事买一套，挺满意的。
38690,已经是第二次购买了，买来送给妹妹穿的这件衣服穿起来真的好好看。
38691,上身效果不错哟与实物一致喜欢的勒有需要还会来购买的
38692,感觉质量不错，偏修身的
38693,给同事一人买了一件，穿着还是不错的哦，上身效果棒棒的。
38694,宝贝的质量还是一如既往的好，就跟量身定做的一样，比实体店的还要优惠
38695,衣服的上身效果不错，价格实惠，一直都是在这家买的工作服，真心喜欢。
38696,店家推荐的尺码还比较贴身，比个赞。
38697,不错不错，比想象的好的多！完全对得起这个价格了，质量也没得说
38698,版型没样子，穿上显老，布料还行
38699,挺好的，质量很不错，买的时候可以买大一码，码数有点偏小
